PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;man;26;25;30;32;27
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;vrouw;78;75;81;79;81
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;man;289;309;355;416;482
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;vrouw;30;35;37;36;49
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;man;156;150;146;150;180
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;vrouw;45;40;30;29;20
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;man;88;105;103;134;144
Noord-Brabant;0855;Tilburg;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;vrouw;51;59;67;65;73
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;gedrag en maatschappij;hogere kaderopleiding pedagogiek;44113;M Pedagogiek;deeltijd onderwijs;man;8;7;5;4;6
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;gedrag en maatschappij;hogere kaderopleiding pedagogiek;44113;M Pedagogiek;deeltijd onderwijs;vrouw;63;55;43;36;39
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;gezondheidszorg;n.v.t. (gezondheidszorg);49246;M Advanced Nursing Practice;duaal onderwijs;man;3;3;7;11;18
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;gezondheidszorg;n.v.t. (gezondheidszorg);49246;M Advanced Nursing Practice;duaal onderwijs;vrouw;50;48;66;81;86
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;49117;M Kunsteducatie;deeltijd onderwijs;man;12;9;4;4;8
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen op het gebied van de kunst;49117;M Kunsteducatie;deeltijd onderwijs;vrouw;33;31;32;36;39
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;man;27;26;19;13;17
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;vrouw;178;137;117;120;116
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;voltijd onderwijs;man;2;1;1;0;1
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;voltijd onderwijs;vrouw;17;10;11;11;11
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;man;0;0;0;8;21
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;vrouw;0;0;0;8;24
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);49248;M Toetsdeskundige;deeltijd onderwijs;man;0;10;18;13;13
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);49248;M Toetsdeskundige;deeltijd onderwijs;vrouw;0;14;28;38;32
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45262;M Leraar Engels;deeltijd onderwijs;man;23;22;18;18;22
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45262;M Leraar Engels;deeltijd onderwijs;vrouw;56;58;46;42;43
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45263;M Leraar Wiskunde;deeltijd onderwijs;man;39;45;41;42;43
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45263;M Leraar Wiskunde;deeltijd onderwijs;vrouw;37;28;30;27;34
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45264;M Leraar Aardrijkskunde;deeltijd onderwijs;man;50;57;52;43;36
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45264;M Leraar Aardrijkskunde;deeltijd onderwijs;vrouw;16;18;20;17;19
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45265;M Leraar Duits;deeltijd onderwijs;man;10;10;9;10;12
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45265;M Leraar Duits;deeltijd onderwijs;vrouw;49;48;51;38;35
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45266;M Leraar Frans;deeltijd onderwijs;man;4;6;6;8;8
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45266;M Leraar Frans;deeltijd onderwijs;vrouw;20;16;16;15;22
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45267;M Leraar Geschiedenis;deeltijd onderwijs;man;68;60;62;53;49
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45267;M Leraar Geschiedenis;deeltijd onderwijs;vrouw;25;17;12;13;17
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45268;M Leraar Maatschappijleer;deeltijd onderwijs;man;30;28;24;20;15
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45268;M Leraar Maatschappijleer;deeltijd onderwijs;vrouw;19;15;15;17;19
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;deeltijd onderwijs;man;21;17;13;4;5
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;deeltijd onderwijs;vrouw;54;51;43;50;49
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45271;M Leraar Bedrijfseconomie;deeltijd onderwijs;man;40;34;26;29;28
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45271;M Leraar Bedrijfseconomie;deeltijd onderwijs;vrouw;15;13;14;21;26
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45272;M Leraar Natuurkunde;deeltijd onderwijs;man;44;51;49;40;45
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45272;M Leraar Natuurkunde;deeltijd onderwijs;vrouw;8;9;10;10;15
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45273;M Leraar Scheikunde;deeltijd onderwijs;man;42;37;34;27;17
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45273;M Leraar Scheikunde;deeltijd onderwijs;vrouw;17;16;16;16;17
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;man;3;1;5;4;4
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;vrouw;10;9;11;10;6
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;deeltijd onderwijs;man;49;46;46;46;41
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;deeltijd onderwijs;vrouw;23;23;19;23;27
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45279;M Leraar Biologie;deeltijd onderwijs;man;30;27;21;22;26
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45279;M Leraar Biologie;deeltijd onderwijs;vrouw;26;25;23;26;30
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;deeltijd onderwijs;man;21;21;28;37;42
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;deeltijd onderwijs;vrouw;8;10;11;21;26
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;voltijd onderwijs;man;11;10;6;4;1
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;voltijd onderwijs;vrouw;8;7;5;5;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44338;M Stedenbouw;deeltijd onderwijs;man;4;4;6;5;5
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44338;M Stedenbouw;deeltijd onderwijs;vrouw;1;1;0;0;2
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44338;M Stedenbouw;voltijd onderwijs;man;4;2;2;1;0
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;opleidingen voortgezette bouwkunst;44338;M Stedenbouw;voltijd onderwijs;vrouw;2;1;1;1;1
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;man;41;50;55;52;41
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;vrouw;46;54;68;72;62
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49284;M Performing Public Space;voltijd onderwijs;man;0;0;2;0;2
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49284;M Performing Public Space;voltijd onderwijs;vrouw;0;0;12;12;10
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49502;M Master Choreografie (joint degree);deeltijd onderwijs;man;0;0;8;7;3
Noord-Brabant;0855;Tilburg;reguliere inst.;master;30GB;Fontys Hogescholen;taal en cultuur;voortgezette kunstopleidingen;49502;M Master Choreografie (joint degree);deeltijd onderwijs;vrouw;0;0;7;7;13
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80008;Ad Accountancy;voltijd onderwijs;man;0;0;0;21;41
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80008;Ad Accountancy;voltijd onderwijs;vrouw;0;0;0;6;18
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80073;Ad Human Resource Management;voltijd onderwijs;man;0;0;0;9;13
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80073;Ad Human Resource Management;voltijd onderwijs;vrouw;0;0;0;18;50
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;voltijd onderwijs;man;0;0;0;21;39
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;voltijd onderwijs;vrouw;0;0;0;9;14
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80075;Ad Informatica;voltijd onderwijs;man;0;0;0;23;40
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80075;Ad Informatica;voltijd onderwijs;vrouw;0;0;0;4;5
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80091;Ad Engineering;voltijd onderwijs;man;0;0;0;19;58
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;07GR;Avans Hogeschool;techniek;n.v.t. (techniek);80091;Ad Engineering;voltijd onderwijs;vrouw;0;0;0;2;5
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80113;Ad Management;voltijd onderwijs;man;0;0;0;7;19
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80113;Ad Management;voltijd onderwijs;vrouw;0;0;0;10;38
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80147;Ad Health & Social Work;voltijd onderwijs;man;0;0;0;14;24
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80147;Ad Health & Social Work;voltijd onderwijs;vrouw;0;0;0;27;52
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80148;Ad Logistiek;voltijd onderwijs;man;0;0;0;10;23
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80148;Ad Logistiek;voltijd onderwijs;vrouw;0;0;0;4;7
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80154;Ad Built Environment;voltijd onderwijs;man;0;0;0;0;13
Noord-Brabant;1674;Roosendaal;reguliere inst.;associate degree;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);80154;Ad Built Environment;voltijd onderwijs;vrouw;0;0;0;0;7
Noord-Brabant;1948;Meierijstad;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;50;37;35;33;26
Noord-Brabant;1948;Meierijstad;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;126;114;95;71;58
Noord-Holland;0361;Alkmaar;reguliere inst.;associate degree;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;vrouw;0;1;18;30;12
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;64;68;74;68;73
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;351;300;294;272;275
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;man;9;6;4;0;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;vrouw;10;4;0;0;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;duaal onderwijs;man;7;0;0;0;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;duaal onderwijs;vrouw;1;0;0;0;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;man;628;555;522;430;447
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;vrouw;236;201;182;166;178
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;man;127;147;136;137;139
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;vrouw;34;48;57;59;53
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;man;1;1;0;0;0
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;man;110;108;100;104;105
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;vrouw;50;48;40;40;34
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;man;75;81;101;109;110
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;vrouw;8;13;12;12;11
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;man;13;5;16;27;27
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;vrouw;36;16;60;84;103
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;man;105;98;99;82;94
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;vrouw;404;385;363;326;336
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;man;0;0;0;2;8
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;vrouw;0;0;0;24;82
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;man;0;1;3;1;2
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;vrouw;0;14;31;31;22
Noord-Holland;0361;Alkmaar;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;man;25;21;34;27;25
